POCO;CADASTRO;OPERADOR;POCO_OPERADOR;ESTADO;BACIA;BLOCO;SIG_CAMPO;CAMPO;TERRA_MAR;POCO_POS_ANP;TIPO;CATEGORIA;RECLASSIFICACAO;SITUACAO;INÍCIO;TÉRMINO;CONCLUSAO;TITULARIDADE;LATITUDE_BASE_4C;LONGITUDE_BASE_4C;LATITUDE_BASE_DD;LONGITUDE_BASE_DD;DATUM_HORIZONTAL;TIPO_DE_COORDENADA_DE_BASE;DIRECAO;PROFUNDIDADE_VERTICAL_M;PROFUNDIDADE_SONDADOR_M;PROFUNDIDADE_MEDIDA_M;REFERENCIA_DE_PROFUNDIDADE;MESA_ROTATIVA;COTA_ALTIMETRICA_M;LAMINA_D_AGUA_M;DATUM_VERTICAL;UNIDADE_ESTRATIGRAFICA;GEOLOGIA_GRUPO_FINAL;GEOLOGIA_FORMACAO_FINAL;GEOLOGIA_MEMBRO_FINAL;CDPE;AGP;PC;PAG;PERFIS_CONVENCIONAIS;DURANTE_PERFURACAO;PERFIS_DIGITAIS;PERFIS_PROCESSADOS;PERFIS_ESPECIAIS;AMOSTRA_LATERAL;SISMICA;TABELA_TEMPO_PROFUNDIDADE;DADOS_DIRECIONAIS;TESTE_A_CABO;TESTE_DE_FORMACAO;CANHONEIO;TESTEMUNHO;GEOQUIMICA;SIG_SONDA;NOM_SONDA;ATINGIU_PRESAL;DHA_ATUALIZACAO
1-AX-1-AM;1,403E+11;;1AX  0001  AM;AM;Amazonas;Brasil;;;T;N;1;Pioneiro;SECO SEM INDÍCIOS;ARRASADO;17/02/1973;05/10/1973;05/10/1973;Público;"	-04:16:26,788";"	-58:42:47,303";-4,274107778;-58,71313972;SIRGAS2000;Definitiva;Vertical;;3751,5;;MR;46;;;;;;;;;Existe;Existe;;;;Existe;;;;;;;;;;;Existe;SC-35;SONDA CONVENCIONAL 35;;14/09/2025
1-AZN-1-BA;2,024E+11;;1AZN 0001  BA;BA;Recôncavo;Brasil;;;T;N;1;Pioneiro;SECO COM INDÍCIOS DE PETRÓLEO;DEVOLVIDO;02/03/1977;10/06/1977;10/06/1977;Público;"	-11:58:52,208";"	-38:00:34,116";-11,98116889;-38,00947667;SIRGAS2000;Definitiva;Vertical;;2808;;MR;111;;;;;;;;;;Existe;;;;Existe;;;;;;;;;;;;SC-65;SONDA CONVENCIONAL 65;;14/09/2025
1-AZ-1-BA;2,024E+11;Petrobras;1AZ  0001  BA;BA;Recôncavo;FA;FA   ;FAZENDA AZEVEDO;T;N;1;Pioneiro;SECO COM INDÍCIOS DE PETRÓLEO;DEVOLVIDO;10/08/1965;14/12/1965;14/12/1965;Público;"	-12:00:48,845";"	-37:59:43,834";-12,01356806;-37,99550944;SIRGAS2000;Definitiva;Vertical;;2862,2;;MR;84,09999;;;;;;;;;Existe;Existe;;;;Existe;;;;;;;;;;;;SC-65;SONDA CONVENCIONAL 65;;14/09/2025
1-A-1-BA;2,024E+11;3R Bahia;1A   0001  BA;BA;Recôncavo;A;A    ;ARATU;T;N;1;Pioneiro;DESCOBRIDOR DE CAMPO COM PETRÓLEO;ABANDONADO PERMANENTEMENTE;28/08/1941;15/02/1942;15/02/1942;Público;"	-12:47:39,460";"	-38:26:10,974";-12,79429444;-38,43638167;SIRGAS2000;Definitiva;Vertical;;1775,4;;MR;30;;;;;;;;;;;;;;;;;;;;;;;;;;SC-1                          ;;;14/09/2025
1-BAC-1-RN;7,21E+11;;1BAC 0001  RN;RN;Potiguar;Brasil;;;T;N;1;Pioneiro;SECO SEM INDÍCIOS;CEDIDO PARA A CAPTAÇÃO DE ÁGUA;07/11/1995;15/11/1995;15/11/1995;Público;"	-05:18:00,654";"	-36:56:23,783";-5,300181667;-36,93993972;SIRGAS2000;Definitiva;Vertical;;1263;;MR;34;;;;;;;;;Existe;Existe;;;;Existe;;;;Existe;Existe;;;;;;Existe;SC-82;SONDA CONVENCIONAL 82;;14/09/2025
1-BAL-1-RN;7,21E+11;PetroRecôncavo;1BAL 0001  RN;RN;Potiguar;BAL;BAL  ;BAIXA DO ALGODÃO;T;N;1;Pioneiro;DESCOBRIDOR DE CAMPO COM PETRÓLEO;ABANDONADO TEMPORARIAMENTE COM MONITORAMENTO;24/10/1986;31/10/1986;31/10/1986;Público;"	-05:22:12,119";"	-37:37:54,384";-5,370033056;-37,63177333;SIRGAS2000;Definitiva;Vertical;;767;;MR;101;;;;;;;;;;Existe;;;;Existe;;;;;;;;;;;;UN-2                          ;;;14/09/2025
1-BAN-1-RN;7,21001E+11;;1BAN 0001  RN;RN;Potiguar;Brasil;;;T;N;1;Pioneiro;SECO SEM INDÍCIOS;DEVOLVIDO;02/07/1985;03/08/1985;03/08/1985;Público;"	-05:04:39,727";"	-36:54:08,694";-5,077701944;-36,902415;SIRGAS2000;Definitiva;Vertical;;2403;;MR;60;;;;;;;;;;Existe;;;;Existe;;;;;;;;;;;Existe;CC-1                          ;;;14/09/2025
1-BAR-1-AL;081150347500;;1BAR 0001  AL;AL;Alagoas;Brasil;;;T;N;1;Pioneiro;SECO SEM INDÍCIOS;ARRASADO;19/12/1987;27/12/1987;27/12/1987;Público;"	-10:10:57,148";"	-36:13:18,718";-10,18254111;-36,22186611;SIRGAS2000;Definitiva;Vertical;;;;MR;50;;;;;;;;;Existe;Existe;;;;Existe;;;;;;;;;;;Existe;SC-24;SONDA CONVENCIONAL 24;;14/09/2025
1-BAR-1-RN;7,21E+11;3R Potiguar;1BAR 0001  RN;RN;Potiguar;PV;PV   ;POÇO VERDE;T;N;1;Pioneiro;DESCOBRIDOR DE CAMPO COM PETRÓLEO;FECHADO;15/04/1990;06/05/1990;06/05/1990;Público;"	-05:15:11,310";"	-37:14:52,550";-5,253141667;-37,24793056;SIRGAS2000;Definitiva;Vertical;0;1631;0;MR;20;0;0;NM;;;;;;;Existe;;;;Existe;;;;;;;;;;;Existe;SC-94;SONDA CONVENCIONAL 94;I;14/09/2025
1-BAR-2-AL;081150351600;;1BAR 0002  AL;AL;Alagoas;Brasil;;;T;N;1;Pioneiro;SECO SEM INDÍCIOS;ARRASADO;03/03/1988;20/03/1988;20/03/1988;Público;"	-10:10:52,266";"	-36:12:16,827";-10,181185;-36,20467417;SIRGAS2000;Definitiva;Vertical;;;;MR;44;;;;;;;;;Existe;Existe;;;;Existe;;;;;;;;;;;Existe;SC-24;SONDA CONVENCIONAL 24;;14/09/2025
1-BAS-1-BAS;2,0261E+11;Petrobras;1BAS 0001  BA;BA;Mucuri;;;;M;N;1;Pioneiro;SECO SEM INDÍCIOS;ABANDONADO PERMANENTEMENTE;21/06/1971;29/07/1971;29/07/1971;Público;"	-18:14:44,302";"	-39:20:05,863";-18,24563944;-39,33496194;SIRGAS2000;Definitiva;Vertical;0;3037;0;MR;19,2;0;21,3;NM;;;;;;Existe;Existe;;;;Existe;;;;;;;;;;;Existe;PA-2                          ;;I;14/09/2025
1-BAS-10-BA;2,0241E+11;;1BAS 0010  BA;BA;Recôncavo;Brasil;;;M;N;1;Pioneiro;SECO SEM INDÍCIOS;ARRASADO;13/04/1972;25/04/1972;25/04/1972;Público;"	-12:49:18,290";"	-38:40:38,275";-12,82174722;-38,67729861;SIRGAS2000;Definitiva;Vertical;;970;;MR;21;;22;NM;;;;;;Existe;Existe;;;;Existe;;;;;;;;;;;Existe;P-1;PETROBRAS I;;14/09/2025
1-BAS-102-BA;2,02661E+11;;1BAS 0102  BA;BA;Almada;Brasil;;;M;N;1;Pioneiro;SECO SEM INDÍCIOS;ARRASADO;03/07/1993;01/09/1993;01/09/1993;Público;"	-14:46:24,681";"	-38:42:10,886";-14,7735225;-38,70302389;SIRGAS2000;Definitiva;Vertical;;5200;;MR;14;;1801;NM;;;;;;Existe;Existe;;;;Existe;;;;Existe;Existe;;;;;;Existe;NS-14;DISCOVER SEVEN SEAS;;14/09/2025
1-BAS-103A-BA;2,02561E+11;;1BAS 0103A BA;BA;Cumuruxatiba;Brasil;;;M;N;1;Pioneiro;SECO SEM INDÍCIOS;ARRASADO;11/04/1993;13/06/1993;13/06/1993;Público;"	-16:41:01,340";"	-38:50:34,784";-16,68370556;-38,84299556;SIRGAS2000;Definitiva;Vertical;;3239;;MR;28,5;;31,3;NM;;;;;;Existe;Existe;;;;Existe;;;;Existe;Existe;;;;;;Existe;PA31                          ;;;14/09/2025
1-BAS-103-BA;2,02561E+11;;1BAS 0103  BA;BA;Cumuruxatiba;Brasil;;;M;N;1;Pioneiro;ABANDONADO POR ACIDENTE MECÂNICO;ARRASADO;22/03/1993;02/04/1993;02/04/1993;Público;"	-16:41:01,270";"	-38:50:34,295";-16,68368611;-38,84285972;SIRGAS2000;Definitiva;Vertical;;486;;MR;28,5;;31,3;NM;;;;;;;;;;;;;;;;;;;;;;;PA31                          ;;;14/09/2025
1-BAS-104-BAS;2,02561E+11;Petrobras;1BAS 0104  BA;BA;Cumuruxatiba;B104;B104 ;ÁREA DO BAS104;M;N;1;Pioneiro;DESCOBRIDOR DE CAMPO COM GÁS NATURAL E CONDENSADO;ARRASADO;08/07/1993;26/09/1993;26/09/1993;Público;"	-17:21:46,313";"	-38:38:31,930";-17,36286472;-38,64220278;SIRGAS2000;Definitiva;Vertical;;3730;;MR;28,5;0;32,3;NM;;;;;;Existe;Existe;;;;Existe;;;;;;;;;;;Existe;PA31                          ;;;14/09/2025
1-BAS-105-BA;2,02561E+11;;1BAS 0105  BA;BA;Cumuruxatiba;Brasil;;;M;N;1;Pioneiro;SECO SEM INDÍCIOS;ARRASADO;31/03/1995;15/04/1995;15/04/1995;Público;"	-16:54:44,490";"	-38:54:42,387";-16,91235833;-38,91177417;SIRGAS2000;Definitiva;Vertical;;1134;;MR;27,2;;28,4;NM;;;;;;Existe;Existe;;;;Existe;;;;;;;;;;;;PA-29;NORTH STAR I;;14/09/2025
1-BAS-106-BA;2,02561E+11;;1BAS 0106  BA;BA;Cumuruxatiba;Brasil;;;M;N;1;Pioneiro;SECO SEM INDÍCIOS;ARRASADO;17/02/1998;27/04/1998;27/04/1998;Público;"	-17:03:03,564";"	-38:42:33,342";-17,05099;-38,70926167;SIRGAS2000;Definitiva;Vertical;;3650;;MR;22,79999;;41,5;NM;;;;;;Existe;Existe;;;;Existe;;;;Existe;Existe;;;;;;Existe;PA-29;NORTH STAR I;;14/09/2025
1-BAS-107-BA;2,02461E+11;;1BAS 0107  BA;BA;Camamu;Brasil;;;M;N;1;Pioneiro;SECO COM INDÍCIOS DE PETRÓLEO;ARRASADO;07/01/1994;26/02/1994;26/02/1994;Público;"	-13:52:59,834";"	-38:50:29,607";-13,88328722;-38,8415575;SIRGAS2000;Definitiva;Vertical;;2394;;MR;27,29999;;48,7;NM;;;;;;Existe;Existe;;;;Existe;;;;Existe;Existe;;;;;;Existe;P-5;PETROBRAS V;;14/09/2025
1-BAS-11-BAS;2,0256E+11;Petrobras;1BAS 0011  BA;BA;Cumuruxatiba;ARR;ARR  ;ARRAIA;M;N;1;Pioneiro;DESCOBRIDOR DE CAMPO COM PETRÓLEO;ARRASADO;14/05/1972;27/08/1972;27/08/1972;Público;"	-17:23:16,793";"	-38:46:08,237";-17,38799806;-38,76895472;SIRGAS2000;Definitiva;Vertical;;3330;;MR;21;0;25;NM;;;;;;Existe;Existe;;;;Existe;;;;;;;;;;;Existe;P-1;PETROBRAS I;;14/09/2025
1-BAS-112-BA;2,02461E+11;;1BAS 0112  BA;BA;Camamu;Brasil;;;M;N;1;Pioneiro;SECO SEM INDÍCIOS;ARRASADO;26/01/1996;16/03/1996;16/03/1996;Público;"	-13:04:38,861";"	-38:28:15,178";-13,07746139;-38,47088278;SIRGAS2000;Definitiva;Vertical;;2100;;MR;22;;49,7;NM;;;;;;Existe;Existe;;;;Existe;;;;Existe;Existe;;;;;;Existe;PA-29;NORTH STAR I;;14/09/2025
1-BAS-113-BA;2,02461E+11;;1BAS 0113  BA;BA;Camamu;Brasil;;;M;N;1;Pioneiro;SECO COM INDÍCIOS GÁS NATURAL;ARRASADO;21/06/1995;17/11/1995;17/11/1995;Público;"	-13:09:28,604";"	-38:41:23,572";-13,15794556;-38,68988111;SIRGAS2000;Definitiva;Vertical;;3819;;MR;26,7;;19,8;NM;;;;;;Existe;Existe;;;;Existe;;;;Existe;Existe;;;;;;Existe;P-6;PETROBRAS VI;;14/09/2025
1-BAS-117-BAS;2,0261E+11;;1BAS 0117  BA;BA;Mucuri;Brasil;;;M;N;1;Pioneiro;SECO SEM INDÍCIOS;ABANDONADO PERMANENTEMENTE;31/10/1996;24/11/1996;24/11/1996;Público;"	-18:14:24,685";"	-39:17:23,568";-18,24019028;-39,28988;SIRGAS2000;Definitiva;Vertical;;1685;;MR;25;0;24;NM;;;;;;Existe;Existe;;;;Existe;;;;;;;;;;;Existe;P-6;PETROBRAS VI;;14/09/2025
1-BAS-118-BAS;2,02661E+11;;1BAS 0118  BA;BA;Almada;Brasil;;;M;N;1;Pioneiro;SECO SEM INDÍCIOS;ARRASADO;28/03/1996;20/05/1996;20/05/1996;Público;"	-14:22:50,326";"	-38:50:37,558";-14,38064611;-38,84376611;SIRGAS2000;Definitiva;Vertical;0;4392;0;MR;12;0;823;NM;;;;;;Existe;Existe;;;;Existe;;;;;;;;;;;Existe;NS-09;S. C. LANCER;;14/09/2025
1-BAS-119-BAS;2,0261E+11;;1BAS 0119  BA;BA;Mucuri;Brasil;;;M;N;1;Pioneiro;SECO COM INDÍCIOS DE PETRÓLEO;ABANDONADO PERMANENTEMENTE;07/12/1996;10/02/1997;10/02/1997;Público;"	-18:22:01,454";"	-39:19:01,208";-18,36707056;-39,31700222;SIRGAS2000;Definitiva;Vertical;;3135;;MR;26;0;25;NM;;;;;;Existe;Existe;;;;Existe;;;;Existe;Existe;;;;;;Existe;P-6;PETROBRAS VI;;14/09/2025
1-BAS-12-BA;2,0256E+11;;1BAS 0012  BA;BA;Cumuruxatiba;Brasil;;;M;N;1;Pioneiro;SECO SEM INDÍCIOS;ARRASADO;21/05/1972;20/06/1972;20/06/1972;Público;"	-17:06:24,995";"	-38:54:49,267";-17,10694306;-38,91368528;SIRGAS2000;Definitiva;Vertical;;1449,5;;MR;18,2;;22,8;NM;;;;;;Existe;Existe;;;;Existe;;;;;;;;;;;;PA-2                          ;;;14/09/2025
1-BAS-120-BAS;2,02511E+11;;1BAS 0120  BA;BA;Jequitinhonha;Brasil;;;M;N;1;Pioneiro;SECO SEM INDÍCIOS;ABANDONADO/PARADO AGUARDANDO INTERVENÇÃO PARA AVALIAÇÃO, COMPLETAÇÃO OU RESTAURAÇÃO;13/12/1996;21/01/1997;21/01/1997;Público;"	-15:30:51,115";"	-38:35:26,003";-15,51419861;-38,59055639;SIRGAS2000;Definitiva;Vertical;0;3703;0;MR;12;0;990;NM;;;;;;;Existe;;;;Existe;;;;Existe;Existe;;;;;;Existe;NS-09;S. C. LANCER;;14/09/2025
1-BAS-121-BA;2,02511E+11;Petrobras;1BAS 0121  BA;BA;Jequitinhonha;BJ-30;;;M;N;1;Pioneiro;PRODUTOR SUBCOMERCIAL DE PETRÓLEO;ARRASADO;14/05/1998;04/07/1998;04/07/1998;Público;"	-15:26:08,580";"	-38:41:42,579";-15,43571667;-38,69516083;SIRGAS2000;Definitiva;Vertical;;3531;;MR;22,5;;48,7;NM;;;;;Existe;;Existe;;;;Existe;;;;Existe;Existe;;;;;Existe;Existe;PA-29;NORTH STAR I;;14/09/2025
1-BAS-122-BA;2,02561E+11;Petrobras;1BAS 0122  BA;BA;Cumuruxatiba;BCUM-20;;;M;N;1;Pioneiro;SECO COM INDÍCIOS DE PETRÓLEO;ARRASADO;21/11/1997;23/01/1998;23/01/1998;Público;"	-17:26:16,786";"	-38:31:17,853";-17,43799611;-38,52162583;SIRGAS2000;Definitiva;Vertical;;3594;;MR;23,5;;38,6;NM;;;;;;Existe;Existe;;;;Existe;;;;Existe;Existe;;;;;;Existe;PA-29;NORTH STAR I;;14/09/2025
1-BAS-123-BA;2,02561E+11;Petrobras;1BAS 0123  BA;BA;Cumuruxatiba;BCUM-20;;;M;N;1;Pioneiro;SECO SEM INDÍCIOS;ARRASADO;28/08/1998;30/09/1998;30/09/1998;Público;"	-17:39:03,052";"	-38:35:42,965";-17,65084778;-38,59526806;SIRGAS2000;Definitiva;Vertical;;2536;;MR;23,89999;;23,1;NM;;;;;Existe;Existe;Existe;;;;Existe;;;;;;;;;;;Existe;PA-29;NORTH STAR I;;14/09/2025
1-BAS-126-BAS;2,02661E+11;Petrobras;1BAS 0126  BA;BA;Almada;BALM-200;;;M;N;1;Pioneiro;INDEFINIDO;ABANDONADO PERMANENTEMENTE;13/12/1999;26/01/2000;02/02/2000;Público;"	-14:29:14,724";"	-38:35:31,647";-14,48742333;-38,59212417;SIRGAS2000;Definitiva;Vertical;;3438;;MR;14;0;1801;NM;;;;;Existe;Existe;Existe;;;;Existe;;;;;;;;;;;Existe;NS-15;PARAGON DPDS3 (NOBLE ROGER EASON);;14/09/2025
1-BAS-13-BA;2,0266E+11;;1BAS 0013  BA;BA;Almada;Brasil;;;M;N;1;Pioneiro;SECO SEM INDÍCIOS;ARRASADO;25/08/1973;19/09/1973;19/09/1973;Público;"	-14:29:09,971";"	-38:57:29,391";-14,48610306;-38,95816417;SIRGAS2000;Definitiva;Vertical;;2680;;MR;22;;32;NM;;;;;;Existe;Existe;;;;Existe;;;;;;;;;;;Existe;PA-5                          ;;;14/09/2025
1-BAS-14-BA;2,0266E+11;;1BAS 0014  BA;BA;Almada;Brasil;;;M;N;1;Pioneiro;SECO SEM INDÍCIOS;ARRASADO;06/05/1972;01/07/1972;01/07/1972;Público;"	-14:37:03,431";"	-38:55:16,990";-14,61761972;-38,92138611;SIRGAS2000;Definitiva;Vertical;;2071;;MR;10;;49;NM;;;;;;Existe;Existe;;;;Existe;;;;;;;;;;;Existe;NS-1                          ;;;14/09/2025
1-BAS-15-BA;2,0256E+11;;1BAS 0015  BA;BA;Cumuruxatiba;Brasil;;;M;N;1;Pioneiro;SECO SEM INDÍCIOS;ARRASADO;27/11/1974;06/02/1975;06/02/1975;Público;"	-16:26:34,337";"	-38:40:39,200";-16,44287139;-38,67755556;SIRGAS2000;Definitiva;Vertical;;3491;;MR;23;;37;NM;;;;;;Existe;Existe;;;;Existe;;;;;;;;;;;Existe;PA-5                          ;;;14/09/2025
1-BAS-16-BA;2,0256E+11;;1BAS 0016  BA;BA;Cumuruxatiba;Brasil;;;M;N;1;Pioneiro;SECO SEM INDÍCIOS;ARRASADO;31/07/1972;12/10/1972;12/10/1972;Público;"	-17:17:36,465";"	-38:41:53,529";-17,2934625;-38,6982025;SIRGAS2000;Definitiva;Vertical;;2986;;MR;23;;26;NM;;;;;;Existe;Existe;;;;Existe;;;;;;;;;;;Existe;PA-3                          ;;;14/09/2025
1-BAS-17-BA;2,0256E+11;;1BAS 0017  BA;BA;Cumuruxatiba;Brasil;;;M;N;1;Pioneiro;SECO SEM INDÍCIOS;ARRASADO;29/11/1972;31/12/1972;31/12/1972;Público;"	-17:06:36,031";"	-38:51:17,962";-17,11000861;-38,85498944;SIRGAS2000;Definitiva;Vertical;;2293;;MR;23;;27;NM;;;;;;Existe;Existe;;;;Existe;;;;;;;;;;;Existe;P-1;PETROBRAS I;;14/09/2025
1-BAS-18A-BA;2,0256E+11;;1BAS 0018A BA;BA;Cumuruxatiba;Brasil;;;M;N;1;Pioneiro;PRODUTOR SUBCOMERCIAL DE GÁS NATURAL;ARRASADO;06/09/1973;29/10/1973;29/10/1973;Público;"	-16:32:25,332";"	-38:51:50,837";-16,54037;-38,86412139;SIRGAS2000;Definitiva;Vertical;;3426;;MR;24,39999;;29,6;NM;;;;;;Existe;Existe;;;;Existe;;;;;;;;;;;Existe;PA-3                          ;;;14/09/2025
1-BAS-18-BA;2,0256E+11;;1BAS 0018  BA;BA;Cumuruxatiba;Brasil;;;M;N;1;Pioneiro;ABANDONADO POR ACIDENTE MECÂNICO;ARRASADO;06/08/1973;28/08/1973;28/08/1973;Público;"	-16:32:31,860";"	-38:51:50,018";-16,54218333;-38,86389389;SIRGAS2000;Definitiva;Vertical;;1400;;MR;24;;29,8;NM;;;;;;Existe;;;;;;;;;;;;;;;;;PA-3                          ;;;14/09/2025
1-BAS-19-BA;2,0266E+11;;1BAS 0019  BA;BA;Almada;Brasil;;;M;N;1;Pioneiro;SECO SEM INDÍCIOS;ARRASADO;11/01/1973;19/01/1973;19/01/1973;Público;"	-14:24:07,721";"	-38:59:25,823";-14,40214472;-38,99050639;SIRGAS2000;Definitiva;Vertical;;960;;MR;21,7;;21;NM;;;;;;;Existe;;;;Existe;;;;;;;;;;;Existe;P-1;PETROBRAS I;;14/09/2025
1-BAS-2A-BA;2,0256E+11;;1BAS 0002A BA;BA;Cumuruxatiba;Brasil;;;M;N;1;Pioneiro;SECO SEM INDÍCIOS;ARRASADO;08/09/1970;24/11/1970;24/11/1970;Público;"	-17:28:44,163";"	-38:32:40,974";-17,47893417;-38,544715;SIRGAS2000;Definitiva;Vertical;;3730;;MR;17;;32;NM;;;;;;Existe;Existe;;;;Existe;;;;;;;;;;;Existe;PA-2                          ;;;14/09/2025
1-BAS-2-BA;2,0256E+11;;1BAS 0002  BA;BA;Cumuruxatiba;Brasil;;;M;N;1;Pioneiro;ABANDONADO POR OUTRAS RAZÕES;ARRASADO;06/08/1970;08/09/1970;08/09/1970;Público;"	-17:28:44,163";"	-38:32:40,974";-17,47893417;-38,544715;SIRGAS2000;Definitiva;Vertical;;357;;MR;16,79999;;31;NM;;;;;;;;;;;;;;;;;;;;;;;PA-2                          ;;;14/09/2025
1-BAS-20-BA;2,0246E+11;;1BAS 0020  BA;BA;Camamu;Brasil;;;M;N;1;Pioneiro;PRODUTOR SUBCOMERCIAL DE PETRÓLEO;ABANDONADO PERMANENTEMENTE;20/02/1973;23/05/1973;23/05/1973;Público;"	-13:46:23,626";"	-38:48:11,137";-13,77322944;-38,80309361;SIRGAS2000;Definitiva;Vertical;;3548;;MR;23,89999;;45,1;NM;;;;;;Existe;Existe;;;;Existe;;;;;;;;;;;Existe;PA-5                          ;;;14/09/2025
1-BAS-21-BA;2,0246E+11;;1BAS 0021  BA;BA;Camamu;Brasil;;;M;N;1;Pioneiro;SECO SEM INDÍCIOS;ARRASADO;27/05/1973;18/08/1973;18/08/1973;Público;"	-13:40:00,423";"	-38:48:57,331";-13,66678417;-38,81592528;SIRGAS2000;Definitiva;Vertical;;3397;;MR;24;;46;NM;;;;;;Existe;Existe;;;;Existe;;;;;;;;;;;Existe;PA-5                          ;;;14/09/2025
1-BAS-22-BA;2,0256E+11;;1BAS 0022  BA;BA;Cumuruxatiba;Brasil;;;M;N;1;Pioneiro;SECO SEM INDÍCIOS;ARRASADO;28/06/1973;31/07/1973;31/07/1973;Público;"	-17:22:50,553";"	-38:41:58,913";-17,38070917;-38,69969806;SIRGAS2000;Definitiva;Vertical;;2708,5;;MR;24;;26,8;NM;;;;;;Existe;Existe;;;;Existe;;;;;;;;;;;Existe;PA-3                          ;;;14/09/2025
1-BAS-23-BA;2,0256E+11;;1BAS 0023  BA;BA;Cumuruxatiba;Brasil;;;M;N;1;Pioneiro;SECO SEM INDÍCIOS;ARRASADO;22/11/1973;30/12/1973;30/12/1973;Público;"	-17:19:40,251";"	-38:39:35,305";-17,3278475;-38,65980694;SIRGAS2000;Definitiva;Vertical;;2681,3;;MR;24;;32;NM;;;;;;Existe;Existe;;;;Existe;;;;;;;;;;;Existe;PA-3                          ;;;14/09/2025
1-BAS-24-BA;2,0256E+11;;1BAS 0024  BA;BA;Cumuruxatiba;Brasil;;;M;N;1;Pioneiro;SECO SEM INDÍCIOS;ARRASADO;03/01/1974;17/03/1974;17/03/1974;Público;"	-17:11:18,392";"	-38:37:02,935";-17,18844222;-38,61748194;SIRGAS2000;Definitiva;Vertical;;4164;;MR;23;;52;NM;;;;;;Existe;Existe;;;;Existe;;;;;;;;;;;Existe;PA-5                          ;;;14/09/2025
1-BAS-25-BAS;2,0261E+11;;1BAS 0025  BA;BA;Mucuri;Brasil;;;M;N;1;Pioneiro;SECO SEM INDÍCIOS;ABANDONADO PERMANENTEMENTE;16/12/1975;14/01/1976;14/01/1976;Público;"	-17:54:32,661";"	-39:02:37,406";-17,9090725;-39,04372389;SIRGAS2000;Definitiva;Vertical;;2285;;MR;24;0;22;NM;;;;;;Existe;Existe;;;;Existe;;;;;;;;;;;Existe;PA-5                          ;;;14/09/2025
1-BAS-26-BA;2,0256E+11;;1BAS 0026  BA;BA;Cumuruxatiba;Brasil;;;M;N;1;Pioneiro;SECO SEM INDÍCIOS;ARRASADO;21/01/1976;25/02/1976;25/02/1976;Público;"	-17:31:48,296";"	-38:51:31,221";-17,53008222;-38,8586725;SIRGAS2000;Definitiva;Vertical;;2503;;MR;25;;28;NM;;;;;;Existe;Existe;;;;Existe;;;;;;;;;;;Existe;PA-5                          ;;;14/09/2025
1-BAS-27-BA;2,0251E+11;;1BAS 0027  BA;BA;Jequitinhonha;Brasil;;;M;N;1;Pioneiro;SECO SEM INDÍCIOS;ARRASADO;05/03/1976;28/04/1976;28/04/1976;Público;"	-15:36:00,590";"	-38:41:46,890";-15,60016389;-38,69635833;SIRGAS2000;Definitiva;Vertical;;2215;;MR;24;;49;NM;;;;;;;Existe;;;;Existe;;;;;;;;;;;Existe;PA-5                          ;;;14/09/2025
1-BAS-28-BA;2,0256E+11;;1BAS 0028  BA;BA;Cumuruxatiba;Brasil;;;M;N;1;Pioneiro;SECO SEM INDÍCIOS;ARRASADO;25/09/1973;12/12/1973;12/12/1973;Público;"	-16:38:55,977";"	-38:46:13,007";-16,6488825;-38,77027972;SIRGAS2000;Definitiva;Vertical;;3897;;MR;22,79999;;32;NM;;;;;;Existe;Existe;;;;Existe;;;;;;;;;;;Existe;PA-5                          ;;;14/09/2025
1-BAS-29-BA;2,0246E+11;;1BAS 0029  BA;BA;Camamu;Brasil;;;M;N;1;Pioneiro;SECO SEM INDÍCIOS;ARRASADO;24/02/1976;19/05/1976;19/05/1976;Público;"	-13:03:22,423";"	-38:25:20,200";-13,05622861;-38,42227778;SIRGAS2000;Definitiva;Vertical;;2937;;MR;22;;58;NM;;;;;;Existe;Existe;;;;Existe;;;;;;;;;;;Existe;PA14                          ;;;14/09/2025
1-BAS-3-BA;2,0266E+11;;1BAS 0003  BA;BA;Almada;Brasil;;;M;N;1;Pioneiro;SECO SEM INDÍCIOS;ARRASADO;09/12/1970;15/03/1971;15/03/1971;Público;"	-14:36:44,363";"	-38:57:30,235";-14,61232306;-38,95839861;SIRGAS2000;Definitiva;Vertical;;3526;;MR;16;;37;NM;;;;;;Existe;Existe;;;;Existe;;;;;;;;;;;Existe;PA-2                          ;;;14/09/2025
1-BAS-30-BA;2,0251E+11;;1BAS 0030  BA;BA;Jequitinhonha;Brasil;;;M;N;1;Pioneiro;SECO SEM INDÍCIOS;ARRASADO;15/02/1975;26/05/1975;26/05/1975;Público;"	-15:47:20,412";"	-38:43:37,343";-15,78900333;-38,72703972;SIRGAS2000;Definitiva;Vertical;;3890;;MR;23,39999;;52;NM;;;;;;;Existe;;;;Existe;;;;;;;;;;;Existe;PA-5                          ;;;14/09/2025
1-BAS-31-BA;2,0256E+11;;1BAS 0031  BA;BA;Cumuruxatiba;Brasil;;;M;N;1;Pioneiro;SECO SEM INDÍCIOS;ARRASADO;07/05/1976;24/06/1976;24/06/1976;Público;"	-17:14:35,214";"	-38:52:42,869";-17,243115;-38,87857472;SIRGAS2000;Definitiva;Vertical;;2647;;MR;24;;23;NM;;;;;;Existe;Existe;;;;Existe;;;;;;;;;;;Existe;PA-5                          ;;;14/09/2025
