POCO;CADASTRO;OPERADOR;POCO_OPERADOR;ESTADO;BACIA;BLOCO;SIG_CAMPO;CAMPO;TERRA_MAR;POCO_POS_ANP;TIPO;CATEGORIA;RECLASSIFICACAO;SITUACAO;INÍCIO;TÉRMINO;CONCLUSAO;TITULARIDADE;LATITUDE_BASE_4C;LONGITUDE_BASE_4C;LATITUDE_BASE_DD;LONGITUDE_BASE_DD;DATUM_HORIZONTAL;TIPO_DE_COORDENADA_DE_BASE;DIRECAO;PROFUNDIDADE_VERTICAL_M;PROFUNDIDADE_SONDADOR_M;PROFUNDIDADE_MEDIDA_M;REFERENCIA_DE_PROFUNDIDADE;MESA_ROTATIVA;COTA_ALTIMETRICA_M;LAMINA_D_AGUA_M;DATUM_VERTICAL;UNIDADE_ESTRATIGRAFICA;GEOLOGIA_GRUPO_FINAL;GEOLOGIA_FORMACAO_FINAL;GEOLOGIA_MEMBRO_FINAL;CDPE;AGP;PC;PAG;PERFIS_CONVENCIONAIS;DURANTE_PERFURACAO;PERFIS_DIGITAIS;PERFIS_PROCESSADOS;PERFIS_ESPECIAIS;AMOSTRA_LATERAL;SISMICA;TABELA_TEMPO_PROFUNDIDADE;DADOS_DIRECIONAIS;TESTE_A_CABO;TESTE_DE_FORMACAO;CANHONEIO;TESTEMUNHO;GEOQUIMICA;SIG_SONDA;NOM_SONDA;ATINGIU_PRESAL;DHA_ATUALIZACAO
1-BRSA-1291D-SE;90120027983;Petrobras;1SERU1DSE;SE;Sergipe;SEAL-T-420;4337;PA-1BRSA1291DES_SEAL-T-420;T;S;1;Pioneiro;PORTADOR DE PETRÓLEO;ARRASADO;10/01/2015;25/01/2015;28/01/2015;Público;"	-10:44:33,362";"	-37:05:13,104";-10,74260056;-37,08697333;SIRGAS2000;Definitiva;Direcional;-709,7;742;743,2;MR;17,4;12,5;0;NM;;;Embasamento;;Existe;;Existe;Existe;Existe;;;;;;;;Existe;;Existe;;;;SC-91;SONDA CONVENCIONAL 91;N;14/09/2025
1-BRSA-1293-AM;14030028024;Eneva;1JAN1AM;AM;Amazonas;AM-T-84;TBQ  ;TAMBAQUI;T;S;1;Pioneiro;DESCOBRIDOR DE NOVA JAZIDA GÁS NATURAL E CONDENSADO;ARRASADO;31/01/2015;10/03/2015;16/05/2015;Público;"	-02:49:56,995";"	-58:31:16,322";-2,832498611;-58,52120056;SIRGAS2000;Definitiva;Vertical;-1967;2040;2041,5;MR;72,8;66,3;0;NM;;Curuá;Oriximiná;;Existe;;Existe;Existe;Existe;Existe;;;;Existe;Existe;;;Existe;Existe;;;;SM-14 (QG-03);QUEIROZ GALVÃO 03 (QG-03);I;14/09/2025
1-BRSA-1299D-BA;20240028112;Petrobras;1SQ1DBA;BA;Recôncavo;REC-T-41;TGA  ;TANGARÁ;T;S;1;Pioneiro;DESCOBRIDOR DE CAMPO COM PETRÓLEO;PRODUZINDO;17/03/2015;06/04/2015;21/04/2015;Público;"	-11:55:31,982";"	-37:58:04,328";-11,92555056;-37,96786889;SIRGAS2000;Definitiva;Direcional;-1610,8;1717;1717,9;MR;72,98;68,18;0;NM;;Brotas;Sergi;;Existe;;Existe;Existe;Existe;;;;;Existe;;;Existe;Existe;Existe;Existe;;;SC-116;Sonda de Perfuração Terrestre UPET - F 100;I;14/09/2025
1-BRSA-13-ESS;34281018974;Petrobras;1ESS97;ES;Campos;BC-14;;;M;S;1;Pioneiro;SECO COM INDÍCIOS DE PETRÓLEO;ABANDONADO PERMANENTEMENTE;09/08/2000;07/09/2000;17/09/2000;Público;"	-20:52:05,386";"	-39:47:33,121";-20,86816278;-39,79253361;SIRGAS2000;Definitiva;Vertical;;4410;;MR;24;0;1722;NM;;;;;Existe;Existe;Existe;;;;Existe;;;;;;Existe;;;;;Existe;NS-22;DEEPWATER FRONTIER;S;14/09/2025
1-BRSA-130-RJS;74316019833;Petrobras;1RJS581;RJ;Santos;BS-500;TMB  ;TAMBUATÁ;M;S;1;Pioneiro;PORTADOR DE PETRÓLEO;ABANDONADO PERMANENTEMENTE;20/02/2002;04/03/2002;14/03/2002;Público;"	-24:18:46,743";"	-42:21:26,949";-24,31298417;-42,35748583;SIRGAS2000;Definitiva;Vertical;3164;3246;3246;MR;18;0;1496;NM;;;;;Existe;Existe;Existe;;;Existe;Existe;;;;;;Existe;;;;Existe;Existe;NS-21;OCEAN CLIPPER;I;14/09/2025
1-BRSA-1300D-BA;20240028125;Petrobras;1FHU1DBA;BA;Recôncavo;REC-T-70;;;T;S;1;Pioneiro;PORTADOR DE PETRÓLEO;ARRASADO;21/03/2015;29/04/2015;26/06/2015;Público;"	-12:01:57,853";"	-38:03:16,477";-12,03273694;-38,05457694;SIRGAS2000;Definitiva;Direcional;-2856,1;3051;3051;MR;155,3;145,9;0;NM;;Brotas;Sergi;;Existe;;Existe;Existe;Existe;;;;;Existe;Existe;;Existe;Existe;Existe;Existe;;;SC-105;SONDA CONVENCIONAL 105;I;14/09/2025
1-BRSA-1301-AM;14030028128;Petrobras;1SIL1AM;AM;Amazonas;AM-T-85;;;T;S;1;Pioneiro;SECO COM INDÍCIOS GÁS NATURAL;ARRASADO;24/03/2015;17/05/2015;01/06/2015;Público;"	-02:43:46,688";"	-58:20:06,433";-2,729635556;-58,33512028;SIRGAS2000;Definitiva;Vertical;-1969,9;2076;2077;MR;107,1;102,6;0;NM;;Urupadi;Ererê;;Existe;;Existe;Existe;Existe;Existe;;;;Existe;Existe;;;Existe;;;;;SM-15 (QG-04);QUEIROZ GALVÃO 04 (QG-04);I;14/09/2025
1-BRSA-1302-ES;34270028136;Petrobras;1GUA1ES;ES;Espírito Santo;ES-T-495;;;T;S;1;Pioneiro;PORTADOR DE PETRÓLEO;ARRASADO;29/03/2015;05/04/2015;09/04/2015;Público;"	-19:17:17,941";"	-39:52:37,627";-19,28831694;-39,87711861;SIRGAS2000;Definitiva;Vertical;-1303,4;1312;1312,5;MR;9,1;4,1;0;NM;;;Embasamento;;Existe;;Existe;Existe;Existe;;;;;Existe;;;Existe;Existe;;;;;GREAT127 (OIL 127/TUS 127);GREAT - 127;I;14/09/2025
1-BRSA-1304-BA;20240028175;Petrobras;1FPA1BA;BA;Recôncavo;FI;FI   ;FAZENDA IMBÉ;T;S;1;Pioneiro;DESCOBRIDOR DE NOVA JAZIDA PETRÓLEO;FECHADO;30/04/2015;08/06/2015;16/07/2015;Público;"	-12:04:45,845";"	-38:01:29,412";-12,07940139;-38,02483667;SIRGAS2000;Definitiva;Vertical;-1854,4;1944;1948,5;MR;90,6;85,8;0;NM;;Brotas;Sergi;;Existe;;Existe;Existe;Existe;;;;;;Existe;;Existe;Existe;Existe;;;;SC-116;Sonda de Perfuração Terrestre UPET - F 100;I;14/09/2025
1-BRSA-1306D-BA;20240028230;Petrobras;1GS1DBA;BA;Recôncavo;REC-T-60;;;T;S;1;Pioneiro;SECO SEM INDÍCIOS;ARRASADO;26/05/2015;23/06/2015;04/07/2015;Público;"	-11:59:09,244";"	-38:01:35,432";-11,98590111;-38,02650889;SIRGAS2000;Definitiva;Direcional;-2567,1;2853;2852;MR;152,3;142,9;0;NM;;Brotas;Sergi;;Existe;;Existe;Existe;Existe;;;;;;Existe;;Existe;Existe;;;;;SC-105;SONDA CONVENCIONAL 105;I;14/09/2025
1-BRSA-1311-AM;14020028295;Petrobras;1PHE1AM;AM;Solimões;SOL-T-171;;;T;S;1;Pioneiro;SECO SEM INDÍCIOS;ABANDONADO AGUARDANDO ABANDONO DEFINITIVO/ARRASAMENTO;03/07/2015;01/11/2015;10/11/2015;Público;"	-04:44:46,219";"	-65:15:50,128";-4,746171944;-65,26392444;SIRGAS2000;Definitiva;Vertical;-2975,1;3042;3043,4;MR;68,3;61,8;0;NM;;Tefé;Juruá;;Existe;;Existe;Existe;Existe;Existe;;;;Existe;Existe;Existe;;;;;;;SM-14 (QG-03);QUEIROZ GALVÃO 03 (QG-03);I;14/09/2025
1-BRSA-1312D-BA;20240028296;Petrobras;1SQ2DBA;BA;Recôncavo;REC-T-41;TGA  ;TANGARÁ;T;S;1;Pioneiro;SECO COM INDÍCIOS DE PETRÓLEO;ABANDONADO TEMPORARIAMENTE COM MONITORAMENTO;05/07/2015;29/07/2015;05/08/2015;Público;"	-11:55:32,430";"	-37:58:03,722";-11,925675;-37,96770056;SIRGAS2000;Definitiva;Direcional;-2219,9;2601;2607;MR;76,2;68,1;0;NM;;Brotas;Sergi;;Existe;;Existe;Existe;Existe;;;;;;;;Existe;Existe;;;;;HK-06;Terra Invader 350-T;I;14/09/2025
1-BRSA-1315-AL;08115028346;Petrobras;1OSMC1AL;AL;Alagoas;SEAL-T-177;;;T;S;1;Pioneiro;PRODUTOR SUBCOMERCIAL DE GÁS NATURAL;ARRASADO;04/08/2015;13/09/2015;22/09/2015;Público;"	-09:50:32,702";"	-36:09:38,426";-9,842417222;-36,16067389;SIRGAS2000;Definitiva;Vertical;-2753,4;2901;2899,8;MR;122,8;113,4;0;NM;;Perucaba;Bananeiras;;Existe;;Existe;Existe;Existe;;;;;Existe;;;;Existe;Existe;Existe;;;SC-108;SONDA CONVENCIONAL 108;I;14/09/2025
1-BRSA-1318-ES;34270028447;Seacrest Norte Cap;1JQT1ES;ES;Espírito Santo;ES-T-486;CNC  ;CANCÃ;T;S;1;Pioneiro;PORTADOR DE PETRÓLEO;FECHADO;12/09/2015;24/09/2015;28/09/2015;Público;"	-19:13:03,320";"	-39:50:51,416";-19,21758889;-39,84761556;SIRGAS2000;Definitiva;Vertical;-1290,6;1300;1298,8;MR;8,2;3,2;0;NM;;;Embasamento;;Existe;;Existe;Existe;Existe;;;;;;;;Existe;;;Existe;;;GREAT127 (OIL 127/TUS 127);GREAT - 127;I;14/09/2025
1-BRSA-132-ALS;08116019840;Petrobras;1ALS48;AL;Alagoas;SEAL-30;;;M;S;1;Pioneiro;SECO COM INDÍCIOS GÁS NATURAL;ARRASADO;25/02/2002;17/04/2002;25/04/2002;Público;"	-10:18:17,804";"	-36:03:04,313";-10,30494556;-36,05119806;SIRGAS2000;Definitiva;Vertical;;2840;;MR;26;0;28;NM;;;;;Existe;Existe;Existe;;;;Existe;;;;;;Existe;;;;;Existe;PA-34;Nabors 659;;14/09/2025
1-BRSA-1327D-AL;08115028518;Petrobras;1LPIR1DAL;AL;Alagoas;SEAL-T-112;;;T;S;1;Pioneiro;PORTADOR DE GÁS NATURAL;ARRASADO;24/10/2015;17/11/2015;24/11/2015;Público;"	-09:35:24,827";"	-35:51:03,558";-9,590229722;-35,85098833;SIRGAS2000;Definitiva;Direcional;-2191,4;2502,2;2502,2;MR;115,7;106,2;0;NM;;Coruripe;Coqueiro Seco;;Existe;;Existe;Existe;Existe;Existe;;;;;;;Existe;Existe;;;;;SC-108;SONDA CONVENCIONAL 108;I;14/09/2025
1-BRSA-1331D-BA;20240028555;Petrobras;1FCP1DBA;BA;Recôncavo;FI;FI   ;FAZENDA IMBÉ;T;S;1;Pioneiro;PORTADOR DE PETRÓLEO;PRODUZINDO;24/11/2015;03/01/2016;12/01/2016;Público;"	-12:04:19,523";"	-38:00:12,250";-12,07208972;-38,00340278;SIRGAS2000;Definitiva;Direcional;-1939,6;2209;2209,5;MR;138,2;133,4;0;NM;;Brotas;Sergi;;Existe;;Existe;Existe;Existe;;;;;Existe;Existe;;Existe;Existe;Existe;;;;SC-116;Sonda de Perfuração Terrestre UPET - F 100;I;14/09/2025
1-BRSA-1335-RN;72100028601;Petrobras;1ANA1RN;RN;Potiguar;POT-T-614;;;T;S;1;Pioneiro;SECO COM INDÍCIOS DE PETRÓLEO;ARRASADO;20/12/2015;27/12/2015;01/01/2016;Público;"	-05:21:26,563";"	-36:54:51,666";-5,357378611;-36,91435167;SIRGAS2000;Definitiva;Vertical;-713,3;788;788;MR;74,7;65;0;NM;;Areia Branca;Pendência;;Existe;;Existe;Existe;Existe;;;;;;;;;Existe;;;;;SC-106;SONDA CONVENCIONAL 106;I;14/09/2025
1-BRSA-1336D-BA;20240028603;Petrobras;1GC1DBA;BA;Recôncavo;REC-T-80;;;T;S;1;Pioneiro;SECO COM INDÍCIOS DE PETRÓLEO;ARRASADO;24/12/2015;08/02/2016;17/02/2016;Público;"	-12:03:22,018";"	-38:02:34,155";-12,05611611;-38,04282083;SIRGAS2000;Definitiva;Direcional;-2962,9;3121;3130,3;MR;90,6;81,2;0;NM;;Brotas;Sergi;;Existe;;Existe;Existe;Existe;;;;;;Existe;;Existe;;;;;;SC-105;SONDA CONVENCIONAL 105;I;14/09/2025
1-BRSA-1337-AL;08115028604;Petrobras;1BAB1AL;AL;Alagoas;SEAL-T-61;;;T;S;1;Pioneiro;PORTADOR DE PETRÓLEO;ARRASADO;27/12/2015;02/02/2016;09/02/2016;Público;"	-09:16:52,926";"	-35:31:52,356";-9,281368333;-35,53121;SIRGAS2000;Definitiva;Vertical;-2354,9;2405;2404,2;MR;36,2;27;0;NM;;Coruripe;Coqueiro Seco;;Existe;;Existe;Existe;Existe;Existe;;;;;;;Existe;Existe;Existe;;;;SC-109;SONDA CONVENCIONAL 109;I;14/09/2025
1-BRSA-1338-AM;14030028657;Petrobras;1RAN1AM;AM;Amazonas;AM-T-84;;;T;S;1;Pioneiro;SECO COM INDÍCIOS GÁS NATURAL;ARRASADO;02/02/2016;13/03/2016;24/03/2016;Público;"	-02:54:46,407";"	-58:37:01,019";-2,912890833;-58,61694972;SIRGAS2000;Definitiva;Vertical;1939,2;1975;1975,5;MR;36,3;29,8;0;NM;;Curuá;Curiri;;Existe;;Existe;Existe;Existe;Existe;;;;Existe;Existe;Existe;;;;;;;SM-14 (QG-03);QUEIROZ GALVÃO 03 (QG-03);I;14/09/2025
1-BRSA-1347D-BA;20240028940;Petrobras;1NFI1DBA;BA;Recôncavo;REC-T-70;;;T;S;1;Pioneiro;SECO COM INDÍCIOS DE PETRÓLEO E GÁS NATURAL;ARRASADO;20/03/2017;14/05/2017;14/08/2017;Público;"	-12:00:04,600";"	-38:00:27,595";-12,00127778;-38,00766528;SIRGAS2000;Definitiva;Direcional;-2989,2;3285;3294;MR;151,1;141,8;0;NM;;Santo Amaro;Candeias;Gomo;Existe;;Existe;Existe;Existe;;;Existe;;;Existe;Existe;Existe;Existe;;Existe;;;SC-109;SONDA CONVENCIONAL 109;I;14/09/2025
1-BRSA-1348-RN;72100028990;Petrobras;1BGD1RN;RN;Potiguar;POT-T-613;;;T;S;1;Pioneiro;DESCOBRIDOR DE NOVA JAZIDA PETRÓLEO;ARRASADO;28/05/2017;02/06/2017;09/08/2017;Público;"	-05:22:29,950";"	-36:57:43,614";-5,374986111;-36,962115;SIRGAS2000;Definitiva;Vertical;656,8;725;727;MR;70,2;66,2;0;NM;;Areia Branca;Pendência;;Existe;;Existe;Existe;Existe;;;Existe;;;;;Existe;Existe;Existe;Existe;;;SC-86;SONDA CONVENCIONAL 86;I;14/09/2025
1-BRSA-1351D-BA;20240028997;Petrobras;1LMB1DBA;BA;Recôncavo;REC-T-70;;;T;S;1;Pioneiro;PORTADOR DE PETRÓLEO;ARRASADO;09/06/2017;11/07/2017;20/09/2017;Público;"	-12:00:33,604";"	-38:01:46,224";-12,00933444;-38,02950667;SIRGAS2000;Definitiva;Direcional;-2821,2;3070;3081;MR;153,6;144,3;0;NM;;Brotas;Sergi;;Existe;;Existe;Existe;Existe;;;Existe;;Existe;Existe;Existe;Existe;Existe;Existe;Existe;;;SC-109;SONDA CONVENCIONAL 109;I;14/09/2025
1-BRSA-136-ESS;34271019885;BW Maromba;1ESS91;ES;Espírito Santo;BES-100;;;M;S;1;Pioneiro;PORTADOR DE PETRÓLEO;ABANDONADO PERMANENTEMENTE;17/03/2002;30/03/2002;07/04/2002;Público;"	-20:07:51,349";"	-39:23:56,030";-20,13093028;-39,39889722;SIRGAS2000;Definitiva;Vertical;;3500;;MR;14;0;1710;NM;;;;;Existe;Existe;Existe;;;;Existe;;;;;;Existe;;;;;Existe;NS-14;DISCOVER SEVEN SEAS;N;14/09/2025
1-BRSA-1360-ESS;34271029162;Petrobras;1ESS226;ES;Espírito Santo;ES-M-596;;;M;S;1;Pioneiro;;ABANDONADO PERMANENTEMENTE;17/02/2018;27/04/2018;14/05/2018;Público;"	-20:21:19,057";"	-38:37:52,193";-20,35529361;-38,63116472;SIRGAS2000;Definitiva;Vertical;5190;5190;5192,5;MR;32;;1977;NM;;Espírito Santo;Urucutuca;;Existe;;Existe;Existe;Existe;Existe;;Existe;;Existe;Existe;Existe;Existe;Existe;;Existe;;;NS-41;ODN I;N;14/09/2025
1-BRSA-1361-AL;08115029215;Petrobras;1JUCA1AL;AL;Alagoas;SEAL-T-198;;;T;S;1;Pioneiro;;ARRASADO;18/05/2018;20/06/2018;25/06/2018;Público;"	-09:56:52,699";"	-36:09:20,083";-9,947971944;-36,15557861;SIRGAS2000;Definitiva;Vertical;-858,5;957;954;MR;92,81;87,8;0;NM;;;Embasamento;;Existe;;Existe;Existe;Existe;Existe;;Existe;;;;;Existe;;;;;;SC-95;SONDA CONVENCIONAL 95;I;14/09/2025
1-BRSA-1362-MA;50090029280;Petrobras;1BXC1MA;MA;Parnaíba;PN-T-86;;;T;S;1;Pioneiro;;ARRASADO;07/09/2018;09/10/2018;18/10/2018;Público;"	-05:16:04,760";"	-44:05:50,225";-5,267988889;-44,09728472;SIRGAS2000;Definitiva;Vertical;1569,2;1698;1699,3;MR;129,5;124,5;0;NM;;Canindé;Cabeças;;Existe;;Existe;Existe;Existe;Existe;;Existe;;;Existe;Existe;Existe;;;;;;SC-95;SONDA CONVENCIONAL 95;I;14/09/2025
1-BRSA-1363-RJS;74316029303;Petrobras;1RJS752;RJ;Santos;PEROBA;;;M;S;1;Pioneiro;;ABANDONADO PERMANENTEMENTE;24/10/2018;13/01/2019;05/02/2019;Público;"	-25:52:01,234";"	-42:52:19,777";-25,86700944;-42,87216028;SIRGAS2000;Definitiva;Vertical;-6100,7;6131;6135;MR;31;0;2238;NM;;Guaratiba;Piçarras;;Existe;;Existe;Existe;Existe;Existe;;Existe;;Existe;Existe;Existe;Existe;Existe;;;;;NS-42;ODN II;S;14/09/2025
1-BRSA-1366D-BA;20240029327;Petrobras;1FAT1DBA;BA;Recôncavo;REC-T-80;;;T;S;1;Pioneiro;;ARRASADO;24/12/2018;17/01/2019;25/01/2019;Público;"	-12:03:35,567";"	-38:03:28,216";-12,05987972;-38,05783778;SIRGAS2000;Definitiva;Direcional;-1517,5;2001;1999;MR;107,7;102,7;0;NM;;Santo Amaro;Maracangalha;;Existe;;Existe;Existe;Existe;;;Existe;;;;;Existe;Existe;;;;;SC-95;SONDA CONVENCIONAL 95;I;14/09/2025
1-BRSA-137-RJS;74316019886;Petrobras;1RJS583;RJ;Santos;BS-500;;;M;S;1;Pioneiro;SECO SEM INDÍCIOS;ABANDONADO PERMANENTEMENTE;17/03/2002;29/03/2002;01/04/2002;Público;"	-24:31:02,062";"	-42:33:37,356";-24,51723944;-42,56037667;SIRGAS2000;Definitiva;Vertical;;3466;;MR;18;0;1672;NM;;;;;Existe;Existe;Existe;;;;Existe;;;;;;Existe;;;;;Existe;NS-21;OCEAN CLIPPER;N;14/09/2025
1-BRSA-1373A-SPS;86316029505;Petrobras;1SPS107A;SP;Santos;BLC_UIRAPR;;;M;S;1;Pioneiro;;ABANDONADO PERMANENTEMENTE;25/11/2019;26/11/2019;15/12/2019;Público;"	-25:06:24,549";"	-43:48:33,932";-25,10681917;-43,80942556;SIRGAS2000;Definitiva;Vertical;0;2470;0;MR;25;;1994;NM;;Guaratiba;Barra Velha;;Existe;;Existe;Existe;;;;;;;;;;;;;;;NS-47;West Tellus;N;14/09/2025
1-BRSA-1373B-SPS;86316029517;Petrobras;1SPS107B;SP;Santos;BLC_UIRAPR;;;M;S;1;Pioneiro;;ABANDONADO PERMANENTEMENTE;16/12/2019;20/03/2020;15/04/2020;Público;"	-25:06:26,338";"	-43:48:34,094";-25,10731611;-43,80947056;SIRGAS2000;Definitiva;Vertical;-59053;5933;5931;MR;25;;1995;NM;;Guaratiba;Barra Velha;;Existe;;Existe;Existe;Existe;Existe;;Existe;;Existe;Existe;Existe;Existe;Existe;;;;;NS-47;West Tellus;S;14/09/2025
1-BRSA-1373-SPS;86316029499;Petrobras;1SPS107;SP;Santos;BLC_UIRAPR;;;M;S;1;Pioneiro;;ABANDONADO PERMANENTEMENTE;11/11/2019;19/11/2019;25/11/2019;Público;"	-25:06:24,549";"	-43:48:33,932";-25,10681917;-43,80942556;SIRGAS2000;Definitiva;Vertical;-2898,1;2925;2925;MR;25;;1994;NM;;Guaratiba;Barra Velha;;Existe;;Existe;Existe;;Existe;;Existe;;;;;Existe;;;;;;NS-47;West Tellus;S;14/09/2025
1-BRSA-1375-RJS;74281029551;Petrobras;1RJS753;RJ;Campos;SO_TRTG_VD;;;M;S;1;Pioneiro;;ABANDONADO PERMANENTEMENTE;13/02/2020;28/03/2020;17/04/2020;Público;"	-23:01:12,650";"	-40:43:19,358";-23,02018056;-40,72204389;SIRGAS2000;Definitiva;Vertical;-31928;3216;3219;MR;26;;1080;NM;;Macaé;Quissamã;;Existe;;Existe;Existe;Existe;Existe;;Existe;;Existe;Existe;Existe;Existe;Existe;;;;;SS-73;GOLD STAR;N;14/09/2025
1-BRSA-1376D-RJS;74281029604;Petrobras;1RJS754D;RJ;Campos;C-M-657;;;M;S;1;Pioneiro;;ABANDONADO PERMANENTEMENTE;04/06/2020;29/09/2020;15/10/2020;Público;"	-23:57:04,769";"	-40:21:19,982";-23,95132472;-40,35555056;SIRGAS2000;Definitiva;Direcional;-6097,4;6278;6276;MR;25;;2898;NM;;Lagoa Feia;Coqueiros;;Existe;;Existe;Existe;Existe;Existe;;Existe;;Existe;Existe;Existe;Existe;Existe;;;;;NS-47;West Tellus;S;14/09/2025
1-BRSA-1377-RJS;74281029640;Petrobras;1RJS755;RJ;Campos;C-M-411;;;M;S;1;Pioneiro;;ABANDONADO PERMANENTEMENTE;20/10/2020;16/01/2021;24/02/2021;Público;"	-22:56:27,294";"	-39:22:28,263";-22,940915;-39,3745175;SIRGAS2000;Definitiva;Vertical;-6729,3;6777;6771,2;MR;25;;2958;NM;;Lagoa Feia;Macabu;;Existe;;Existe;Existe;Existe;Existe;;Existe;;Existe;Existe;Existe;Existe;Existe;;;;;NS-47;West Tellus;S;14/09/2025
1-BRSA-1378-RJS;74281029673;Petrobras;1RJS756;RJ;Campos;C-M-709;;;M;S;1;Pioneiro;;ABANDONADO PERMANENTEMENTE;26/02/2021;07/05/2021;20/05/2021;Público;"	-24:06:42,722";"	-40:30:28,967";-24,11186722;-40,50804639;SIRGAS2000;Definitiva;Vertical;-4888;4913;4913;MR;25;;2847;NM;;Lagoa Feia;Macabu;;Existe;;Existe;Existe;Existe;Existe;;Existe;;Existe;;;Existe;Existe;;;;;NS-47;West Tellus;S;14/09/2025
1-BRSA-1379D-ESS;34271029679;Petrobras;1ESS227D;ES;Espírito Santo;ES-M-669;;;M;S;1;Pioneiro;;ABANDONADO PERMANENTEMENTE;06/04/2021;19/07/2021;16/08/2021;Público;"	-20:39:28,296";"	-38:54:01,741";-20,65786;-38,90048361;SIRGAS2000;Definitiva;Direcional;-7559,5;7699;7699;MR;25;;2369;NM;;Nativo;Mariricu;Mucuri;Existe;;Existe;Existe;Existe;Existe;;Existe;;Existe;Existe;Existe;Existe;Existe;;;;;NS-45;Brava Star;S;14/09/2025
1-BRSA-1380D-RJS;74281029692;Petrobras;1-RJS-757D;RJ;Campos;C-M-346;;;M;S;1;Pioneiro;;ABANDONADO PERMANENTEMENTE;22/05/2021;01/08/2021;27/08/2021;Público;"	-22:38:41,304";"	-39:08:00,641";-22,64480667;-39,13351139;SIRGAS2000;Definitiva;Direcional;-6693,8;6933;6937;MR;25;;2852;NM;;Lagoa Feia;Macabu;;Existe;;Existe;Existe;Existe;Existe;;Existe;Existe;Existe;Existe;Existe;Existe;Existe;;;;;NS-47;West Tellus;S;14/09/2025
1-BRSA-1381-SPS;86316029720;Petrobras;1-SPS-108;SP;Santos;ARAM;;;M;S;1;Pioneiro;;ABANDONADO PERMANENTEMENTE;24/08/2021;10/12/2021;08/01/2022;Público;"	-25:38:23,885";"	-44:39:13,642";-25,63996806;-44,65378944;SIRGAS2000;Definitiva;Vertical;-7104,4;7130;7129,9;MR;25;;1904;NM;;Guaratiba;Barra Velha;;Existe;;Existe;Existe;Existe;Existe;;Existe;;Existe;Existe;Existe;Existe;Existe;Existe;;Existe;;NS-45;Brava Star;S;14/09/2025
1-BRSA-1382D-RJS;74316029735;Petrobras;1-RJS-758D;RJ;Santos;BLC_3MARIA;;;M;S;1;Pioneiro;;ABANDONADO PERMANENTEMENTE;01/10/2021;01/02/2022;07/03/2022;Público;"	-24:58:58,905";"	-42:03:38,589";-24,98302917;-42,06071917;SIRGAS2000;Definitiva;Direcional;-6236;6537;6539,6;MR;28;0;2225;NM;;Guaratiba;Camboriú;;Existe;;Existe;Existe;Existe;Existe;;Existe;;Existe;Existe;Existe;Existe;Existe;;;;;SS-75;OCEAN COURAGE;S;14/09/2025
